season_year,target_season,player_id,player_name,prior_model,poss_season,w_poss,prior_o,prior_d,m500_o,m500_d,m500,m2000_o,m2000_d,m2000,m4000_o,m4000_d,m4000,m8000_o,m8000_d,m8000,next_year,metric_o,metric_d,metric
1999,1999-00,937,Scottie Pippen,atomic_denominator,6567.0,13392.5,1.348,1.061,1.916,0.818,2.734,1.941,1.222,3.162,1.929,1.47,3.399,1.881,1.627,3.508,2000,1.929,1.47,3.399
1999,1999-00,947,Allen Iverson,atomic_denominator,9475.6,16526.4,2.403,-1.189,9.059,-4.359,4.7,6.789,-3.184,3.606,5.502,-2.544,2.958,4.375,-1.997,2.378,2000,5.502,-2.544,2.958
1999,1999-00,948,Marcus Camby,atomic_denominator,3600.7,7962.8,-0.107,2.378,-1.114,0.757,-0.357,-0.703,0.741,0.038,-0.556,0.964,0.408,-0.444,1.318,0.875,2000,-0.556,0.964,0.408
1999,1999-00,949,Shareef Abdur-Rahim,atomic_denominator,7937.5,13544.8,1.493,0.281,2.565,-0.531,2.034,2.189,-0.875,1.314,1.935,-0.928,1.007,1.722,-0.852,0.87,2000,1.935,-0.928,1.007
1999,1999-00,950,Stephon Marbury,atomic_denominator,7052.0,12578.4,2.772,-0.836,5.682,-2.535,3.147,4.443,-2.101,2.342,3.97,-1.952,2.017,3.603,-1.812,1.791,2000,3.97,-1.952,2.017
1999,1999-00,951,Ray Allen,atomic_denominator,9481.9,15127.1,2.492,-1.014,5.549,-0.098,5.45,4.64,-0.514,4.126,4.132,-0.745,3.386,3.685,-0.945,2.741,2000,4.132,-0.745,3.386
1999,1999-00,952,Antoine Walker,atomic_denominator,7319.6,12569.7,1.103,-0.687,0.031,-1.86,-1.83,1.133,-2.173,-1.04,1.546,-2.126,-0.58,1.746,-1.953,-0.207,2000,1.546,-2.126,-0.58
1999,1999-00,953,Lorenzen Wright,atomic_denominator,2964.9,6931.2,-0.963,0.762,-1.544,1.787,0.242,-0.609,0.603,-0.006,-0.381,0.241,-0.14,-0.359,0.122,-0.237,2000,-0.381,0.241,-0.14
1999,1999-00,954,Kerry Kittles,atomic_denominator,4693.1,10210.1,1.48,-0.082,1.905,0.033,1.938,1.6,-0.286,1.314,1.568,-0.447,1.121,1.57,-0.541,1.029,2000,1.568,-0.447,1.121
1999,1999-00,955,Samaki Walker,atomic_denominator,2560.2,4363.4,-1.011,0.64,-3.665,0.746,-2.918,-2.639,0.252,-2.386,-2.136,0.188,-1.948,-1.731,0.25,-1.481,2000,-2.136,0.188,-1.948
1999,1999-00,956,Erick Dampier,atomic_denominator,1021.8,5644.6,-2.243,0.477,-4.223,3.103,-1.12,-3.54,2.228,-1.312,-3.222,1.716,-1.506,-2.916,1.228,-1.688,2000,-3.222,1.716,-1.506
1999,1999-00,957,Todd Fuller,atomic_denominator,944.2,2551.6,-1.916,0.523,-2.945,-0.672,-3.617,-2.122,-0.638,-2.76,-1.909,-0.408,-2.318,-1.831,-0.145,-1.976,2000,-1.909,-0.408,-2.318
1999,1999-00,958,Vitaly Potapenko,atomic_denominator,4362.2,7464.0,-1.578,0.281,-5.455,5.28,-0.175,-3.958,3.629,-0.329,-3.252,2.742,-0.51,-2.632,1.907,-0.725,2000,-3.252,2.742,-0.51
1999,1999-00,959,Steve Nash,atomic_denominator,4711.2,7689.6,1.036,-0.515,3.279,-0.881,2.397,2.559,-0.594,1.964,2.189,-0.504,1.685,1.842,-0.505,1.337,2000,2.189,-0.504,1.685
1999,1999-00,960,Tony Delk,atomic_denominator,1946.7,4671.0,0.482,-0.384,3.09,-1.924,1.165,1.861,-1.17,0.691,1.392,-0.871,0.521,1.062,-0.69,0.372,2000,1.392,-0.871,0.521
1999,1999-00,961,John Wallace,atomic_denominator,1834.0,4702.7,-1.542,-0.655,-2.058,-0.761,-2.819,-1.834,-1.092,-2.926,-1.738,-1.154,-2.892,-1.665,-1.127,-2.792,2000,-1.738,-1.154,-2.892
1999,1999-00,962,Walter McCarty,atomic_denominator,2096.8,4569.5,-0.685,0.474,-0.605,0.099,-0.506,-0.283,-0.081,-0.364,-0.225,-0.042,-0.267,-0.251,0.036,-0.215,2000,-0.225,-0.042,-0.267
1999,1999-00,964,Roy Rogers,atomic_denominator,873.4,1735.1,-0.948,1.822,-2.046,0.943,-1.103,-1.257,0.929,-0.328,-1.067,1.107,0.04,-0.979,1.299,0.32,2000,-1.067,1.107,0.04
1999,1999-00,965,Derek Fisher,atomic_denominator,5877.7,9591.5,-0.058,-0.118,2.875,0.479,3.354,1.83,0.488,2.317,1.384,0.357,1.741,1.006,0.168,1.174,2000,1.384,0.357,1.741
1999,1999-00,966,Jerome Williams,atomic_denominator,5539.1,7849.9,1.121,1.568,-0.359,4.155,3.796,0.503,2.884,3.387,0.806,2.33,3.136,0.995,1.926,2.921,2000,0.806,2.33,3.136
1999,1999-00,969,Travis Knight,atomic_denominator,1045.0,3623.2,-2.327,1.124,-1.928,-0.339,-2.267,-1.383,-0.555,-1.939,-1.431,-0.33,-1.761,-1.617,0.024,-1.593,2000,-1.431,-0.33,-1.761
1999,1999-00,970,Othella Harrington,atomic_denominator,6808.7,8368.1,-1.154,-0.116,-2.356,1.677,-0.679,-1.506,0.715,-0.791,-1.25,0.352,-0.899,-1.126,0.105,-1.021,2000,-1.25,0.352,-0.899
1999,1999-00,971,Mark Hendrickson,atomic_denominator,175.3,1507.0,-0.27,0.534,-0.752,0.584,-0.168,-0.366,0.258,-0.108,-0.274,0.248,-0.025,-0.232,0.286,0.053,2000,-0.274,0.248,-0.025
1999,1999-00,976,Jeff McInnis,atomic_denominator,1513.9,2009.1,-0.355,-0.291,0.216,-1.636,-1.419,-0.285,-1.325,-1.61,-0.32,-1.096,-1.416,-0.314,-0.866,-1.18,2000,-0.32,-1.096,-1.416
1999,1999-00,977,Kobe Bryant,atomic_denominator,7964.9,13871.8,2.381,0.376,5.458,-2.26,3.198,4.409,-1.72,2.689,3.912,-1.306,2.606,3.488,-0.864,2.625,2000,3.912,-1.306,2.606
1999,1999-00,978,Peja Stojakovic,atomic_denominator,5044.8,6137.3,2.117,-0.517,3.703,-0.625,3.078,3.038,-0.601,2.437,2.815,-0.676,2.139,2.673,-0.754,1.919,2000,2.815,-0.676,2.139
1999,1999-00,979,Jermaine O'Neal,atomic_denominator,2379.9,3466.1,-1.03,1.449,-2.672,1.377,-1.295,-1.879,0.892,-0.987,-1.574,0.888,-0.687,-1.361,1.013,-0.348,2000,-1.574,0.888,-0.687
1999,1999-00,983,Moochie Norris,atomic_denominator,1220.8,1340.8,1.648,0.156,1.205,0.035,1.24,1.441,-0.236,1.205,1.542,-0.213,1.329,1.606,-0.14,1.466,2000,1.542,-0.213,1.329
1999,1999-00,988,Randy Livingston,atomic_denominator,2658.2,3065.6,-1.311,-0.052,-0.033,-0.983,-1.016,-0.905,-0.578,-1.483,-1.117,-0.428,-1.545,-1.206,-0.316,-1.522,2000,-1.117,-0.428,-1.545
1999,1999-00,989,Ben Davis,atomic_denominator,51.4,126.6,0.038,0.517,1.344,-0.921,0.423,0.491,-0.032,0.459,0.292,0.188,0.48,0.178,0.314,0.492,2000,0.292,0.188,0.48
1999,1999-00,990,Malik Rose,atomic_denominator,3795.8,5119.9,-1.442,0.825,-2.667,1.368,-1.299,-1.948,0.618,-1.33,-1.709,0.504,-1.205,-1.572,0.545,-1.027,2000,-1.709,0.504,-1.205
1999,1999-00,992,Marcus Brown,atomic_denominator,117.5,185.8,0.439,0.107,0.926,-1.176,-0.251,0.5,-0.294,0.206,0.458,-0.127,0.331,0.447,-0.044,0.403,2000,0.458,-0.127,0.331
1999,1999-00,994,Jamie Feick,atomic_denominator,5524.2,6610.2,-0.523,0.637,-1.064,0.341,-0.722,-0.352,-0.114,-0.467,-0.261,-0.093,-0.355,-0.287,0.026,-0.261,2000,-0.261,-0.093,-0.355
1999,1999-00,998,Mark Pope,atomic_denominator,110.6,302.2,0.0,-0.0,0.046,-1.734,-1.688,0.115,-0.599,-0.484,0.08,-0.337,-0.256,0.051,-0.199,-0.149,2000,0.08,-0.337,-0.256
1999,1999-00,1000,Shandon Anderson,atomic_denominator,6547.1,9644.4,0.368,-0.024,0.481,-0.976,-0.495,0.068,-0.651,-0.582,0.041,-0.516,-0.475,0.11,-0.418,-0.309,2000,0.041,-0.516,-0.475
1999,1999-00,1003,Drew Barry,atomic_denominator,351.6,785.9,-0.433,-0.249,3.33,-2.435,0.895,1.269,-1.389,-0.121,0.593,-0.997,-0.403,0.157,-0.72,-0.563,2000,0.593,-0.997,-0.403
1999,1999-00,1005,Walt Williams,atomic_denominator,4581.7,7503.8,1.427,0.393,3.064,0.198,3.262,2.654,0.337,2.991,2.405,0.319,2.725,2.138,0.265,2.403,2000,2.405,0.319,2.725
1999,1999-00,1023,Emanual Davis,atomic_denominator,1819.3,2102.3,-0.247,0.436,0.666,-0.177,0.489,0.165,-0.258,-0.093,0.025,-0.173,-0.148,-0.06,-0.034,-0.094,2000,0.025,-0.173,-0.148
1999,1999-00,1032,Darvin Ham,atomic_denominator,2296.3,2996.4,-0.42,1.529,-1.106,2.985,1.879,-0.578,2.15,1.571,-0.383,1.819,1.436,-0.279,1.596,1.316,2000,-0.383,1.819,1.436
1999,1999-00,1035,Shawnelle Scott,atomic_denominator,35.1,218.2,0.0,-0.0,-0.437,-0.787,-1.225,-0.073,-0.367,-0.44,-0.031,-0.223,-0.254,-0.014,-0.14,-0.155,2000,-0.031,-0.223,-0.254
1999,1999-00,1051,Dean Garrett,atomic_denominator,1588.6,5840.5,-2.049,1.85,-3.549,1.939,-1.61,-3.022,1.496,-1.527,-2.805,1.414,-1.391,-2.6,1.43,-1.17,2000,-2.805,1.414,-1.391
1999,1999-00,1065,Erick Strickland,atomic_denominator,4982.4,6805.3,0.908,0.324,3.112,-1.689,1.423,2.441,-1.391,1.049,2.03,-1.092,0.938,1.649,-0.754,0.895,2000,2.03,-1.092,0.938
1999,1999-00,1070,Devin Gray,atomic_denominator,285.6,275.0,-0.339,0.573,1.147,-0.475,0.672,0.184,0.217,0.401,-0.047,0.361,0.314,-0.178,0.433,0.255,2000,-0.047,0.361,0.314
1999,1999-00,1073,Reggie Slater,atomic_denominator,128.4,1831.0,0.0,-0.0,-0.233,0.014,-0.22,-0.055,-0.306,-0.361,-0.034,-0.343,-0.377,-0.026,-0.319,-0.346,2000,-0.034,-0.343,-0.377
1999,1999-00,1074,Matt Maloney,atomic_denominator,2894.7,6226.2,0.628,-0.849,2.283,-1.202,1.081,1.655,-0.73,0.926,1.442,-0.646,0.796,1.246,-0.661,0.585,2000,1.442,-0.646,0.796
1999,1999-00,1085,Ira Bowman,atomic_denominator,45.1,51.8,0.425,0.365,-1.206,-1.245,-2.451,-0.014,-0.201,-0.215,0.205,0.025,0.23,0.318,0.154,0.471,2000,0.205,0.025,0.23
1999,1999-00,1086,Joe Stephens,atomic_denominator,453.3,390.7,0.256,0.426,3.119,0.657,3.775,1.305,0.386,1.69,0.835,0.345,1.18,0.567,0.336,0.903,2000,0.835,0.345,1.18
1999,1999-00,1088,Chucky Atkins,atomic_denominator,3964.3,3396.8,0.535,-1.463,4.689,-4.374,0.315,2.948,-3.299,-0.352,2.26,-2.821,-0.561,1.724,-2.428,-0.704,2000,2.26,-2.821,-0.561
1999,1999-00,1108,Tony Farmer,atomic_denominator,2632.7,2363.9,0.834,1.767,5.139,-0.791,4.348,4.003,-0.357,3.645,3.156,0.109,3.265,2.368,0.595,2.964,2000,3.156,0.109,3.265
1999,1999-00,1110,Mark Strickland,atomic_denominator,1634.9,2723.2,0.303,0.688,-1.59,-2.313,-3.904,-0.962,-1.466,-2.428,-0.595,-0.854,-1.449,-0.283,-0.292,-0.575,2000,-0.595,-0.854,-1.449
1999,1999-00,1112,Ben Wallace,atomic_denominator,4812.2,6911.1,-0.56,2.486,-1.962,3.396,1.434,-0.901,2.589,1.688,-0.537,2.34,1.803,-0.339,2.226,1.887,2000,-0.537,2.34,1.803
1999,1999-00,1114,Jaren Jackson,atomic_denominator,4129.7,7717.3,0.703,-0.13,1.75,-0.488,1.262,1.144,-0.075,1.069,0.92,0.058,0.978,0.771,0.115,0.886,2000,0.92,0.058,0.978
1999,1999-00,1134,Ike Austin,atomic_denominator,2530.0,6813.0,-2.44,0.437,-5.254,1.726,-3.528,-3.985,0.925,-3.06,-3.467,0.681,-2.786,-3.073,0.55,-2.524,2000,-3.467,0.681,-2.786
1999,1999-00,1138,Michael Hawkins,atomic_denominator,86.9,551.6,0.321,0.437,2.506,-1.934,0.572,1.114,-0.557,0.558,0.772,-0.174,0.598,0.577,0.058,0.635,2000,0.772,-0.174,0.598
1999,1999-00,1425,Aaron Williams,atomic_denominator,2366.3,3623.3,0.876,1.896,-3.776,1.306,-2.47,-1.699,0.998,-0.701,-0.73,1.083,0.354,0.002,1.262,1.264,2000,-0.73,1.083,0.354
1999,1999-00,1444,Lawrence Funderburke,atomic_denominator,2575.6,4472.9,1.129,0.56,0.217,0.701,0.918,1.167,-0.121,1.046,1.401,-0.178,1.223,1.474,-0.072,1.402,2000,1.401,-0.178,1.223
1999,1999-00,1477,Bruce Bowen,atomic_denominator,2231.5,3829.2,-1.637,0.457,0.296,2.602,2.898,-0.541,1.826,1.285,-0.92,1.366,0.446,-1.202,0.974,-0.228,2000,-0.92,1.366,0.446
1999,1999-00,1495,Tim Duncan,atomic_denominator,8377.4,13555.5,2.083,1.28,0.233,4.326,4.559,0.814,3.446,4.26,1.059,3.054,4.113,1.269,2.697,3.965,2000,1.059,3.054,4.113
1999,1999-00,1496,Keith Van Horn,atomic_denominator,6873.9,10103.3,0.578,-0.523,-0.105,-0.476,-0.581,0.406,-0.666,-0.259,0.572,-0.73,-0.158,0.661,-0.801,-0.14,2000,0.572,-0.73,-0.158
1999,1999-00,1497,Chauncey Billups,atomic_denominator,823.9,4473.4,1.3,-0.188,2.492,-1.4,1.092,1.553,-1.02,0.533,1.349,-0.908,0.44,1.295,-0.815,0.481,2000,1.349,-0.908,0.44
1999,1999-00,1498,Antonio Daniels,atomic_denominator,3926.9,6185.6,1.152,0.256,2.897,-3.406,-0.509,1.941,-2.178,-0.238,1.636,-1.542,0.094,1.435,-0.968,0.467,2000,1.636,-1.542,0.094
1999,1999-00,1499,Tony Battie,atomic_denominator,3603.0,5605.1,-0.453,1.685,-2.195,2.172,-0.023,-0.93,1.352,0.422,-0.548,1.194,0.646,-0.358,1.183,0.825,2000,-0.548,1.194,0.646
1999,1999-00,1500,Ron Mercer,atomic_denominator,5833.4,9164.6,-1.032,-0.828,0.059,-0.051,0.008,-0.224,-0.2,-0.424,-0.326,-0.428,-0.754,-0.419,-0.694,-1.113,2000,-0.326,-0.428,-0.754
1999,1999-00,1501,Tim Thomas,atomic_denominator,6328.8,8446.5,0.382,-0.048,0.366,-0.877,-0.511,0.598,-1.041,-0.443,0.728,-1.009,-0.28,0.794,-0.893,-0.099,2000,0.728,-1.009,-0.28
1999,1999-00,1502,Adonal Foyle,atomic_denominator,3714.5,4586.8,-1.911,1.864,-4.644,2.73,-1.915,-3.378,1.911,-1.467,-2.759,1.608,-1.151,-2.309,1.473,-0.836,2000,-2.759,1.608,-1.151
1999,1999-00,1503,Tracy McGrady,atomic_denominator,6497.6,8134.5,1.329,1.668,2.717,-0.731,1.986,2.21,-0.366,1.845,1.946,-0.02,1.926,1.718,0.355,2.072,2000,1.946,-0.02,1.926
1999,1999-00,1504,Danny Fortson,atomic_denominator,2030.8,5074.6,0.816,0.95,-0.256,1.81,1.554,0.741,0.842,1.583,0.921,0.608,1.529,0.954,0.527,1.482,2000,0.921,0.608,1.529
1999,1999-00,1505,Tariq Abdul-Wahad,atomic_denominator,3865.7,5817.1,-0.45,-0.162,1.502,-2.314,-0.812,0.828,-1.75,-0.921,0.581,-1.472,-0.891,0.376,-1.199,-0.823,2000,0.581,-1.472,-0.891
1999,1999-00,1506,Austin Croshere,atomic_denominator,4888.8,5513.7,1.206,0.908,2.169,0.076,2.245,2.176,0.127,2.303,1.982,0.286,2.268,1.726,0.482,2.208,2000,1.982,0.286,2.268
1999,1999-00,1507,Derek Anderson,atomic_denominator,5966.5,8079.9,1.65,-0.298,1.012,-1.056,-0.044,0.841,-0.55,0.291,0.945,-0.364,0.581,1.127,-0.281,0.846,2000,0.945,-0.364,0.581
1999,1999-00,1508,Maurice Taylor,atomic_denominator,5505.9,8069.4,-1.32,-0.23,-1.487,-0.076,-1.563,-1.354,-0.273,-1.627,-1.314,-0.371,-1.685,-1.268,-0.462,-1.73,2000,-1.314,-0.371,-1.685
1999,1999-00,1509,Kelvin Cato,atomic_denominator,3895.0,4818.8,-0.709,2.349,-2.192,2.201,0.009,-1.408,1.79,0.382,-1.117,1.797,0.68,-0.915,1.895,0.979,2000,-1.117,1.797,0.68
1999,1999-00,1510,Brevin Knight,atomic_denominator,4301.9,7455.5,0.029,0.829,4.756,-1.161,3.595,3.155,-0.203,2.952,2.332,0.16,2.492,1.617,0.396,2.014,2000,2.332,0.16,2.492
1999,1999-00,1511,Johnny Taylor,atomic_denominator,82.2,1137.0,-0.362,0.303,0.199,-0.318,-0.119,-0.129,-0.071,-0.201,-0.234,0.032,-0.203,-0.293,0.098,-0.195,2000,-0.234,0.032,-0.203
1999,1999-00,1512,Chris Anstey,atomic_denominator,2467.4,3381.0,-0.755,1.38,-2.52,2.897,0.377,-1.834,2.109,0.275,-1.53,1.815,0.285,-1.274,1.606,0.332,2000,-1.53,1.815,0.285
1999,1999-00,1513,Scot Pollard,atomic_denominator,3610.7,3963.8,0.087,2.177,-1.939,6.744,4.805,-0.488,4.321,3.834,-0.053,3.381,3.328,0.165,2.756,2.921,2000,-0.053,3.381,3.328
1999,1999-00,1515,Anthony Parker,atomic_denominator,455.6,538.7,0.191,0.445,2.15,-4.767,-2.618,1.024,-1.729,-0.704,0.69,-0.823,-0.133,0.485,-0.28,0.205,2000,0.69,-0.823,-0.133
1999,1999-00,1517,Bobby Jackson,atomic_denominator,3028.3,5510.2,-0.086,0.237,1.565,-1.77,-0.205,0.432,-0.874,-0.442,0.101,-0.558,-0.456,-0.051,-0.344,-0.395,2000,0.101,-0.558,-0.456
1999,1999-00,1518,Rodrick Rhodes,atomic_denominator,20.0,1116.4,-0.058,0.298,-2.258,-1.119,-3.376,-1.108,-0.544,-1.652,-0.641,-0.293,-0.934,-0.344,-0.097,-0.441,2000,-0.641,-0.293,-0.934
1999,1999-00,1519,John Thomas,atomic_denominator,1173.3,2188.2,-2.469,0.81,-2.145,-0.328,-2.474,-1.972,-0.151,-2.123,-2.057,0.067,-1.99,-2.184,0.275,-1.908,2000,-2.057,0.067,-1.99
1999,1999-00,1521,Jacque Vaughn,atomic_denominator,2318.4,2569.1,-1.542,-0.492,-1.53,0.057,-1.473,-1.978,-0.12,-2.098,-1.988,-0.204,-2.192,-1.9,-0.292,-2.192,2000,-1.988,-0.204,-2.192
1999,1999-00,1533,Anthony Johnson,atomic_denominator,1555.9,4534.5,-1.252,0.308,0.435,-2.225,-1.79,-0.423,-1.19,-1.614,-0.689,-0.713,-1.402,-0.872,-0.34,-1.213,2000,-0.689,-0.713,-1.402
1999,1999-00,1538,Cedric Henderson,atomic_denominator,2720.1,6682.6,-2.067,0.022,-2.761,0.506,-2.255,-2.646,0.498,-2.149,-2.417,0.425,-1.993,-2.188,0.306,-1.882,2000,-2.417,0.425,-1.993
1999,1999-00,1541,Alvin Williams,atomic_denominator,3123.7,4425.4,-0.065,0.016,1.533,-1.321,0.212,0.778,-0.851,-0.073,0.478,-0.612,-0.134,0.256,-0.428,-0.172,2000,0.478,-0.612,-0.134
1999,1999-00,1544,Chris Crawford,atomic_denominator,1630.5,2808.2,-0.696,-0.013,-0.25,-0.468,-0.718,-0.55,-0.261,-0.811,-0.667,-0.143,-0.81,-0.731,-0.068,-0.799,2000,-0.667,-0.143,-0.81
1999,1999-00,1559,Adrian Griffin,atomic_denominator,4627.9,3887.8,-0.513,1.282,0.276,1.116,1.391,0.107,0.944,1.051,0.031,0.892,0.923,-0.062,0.898,0.836,2000,0.031,0.892,0.923
1999,1999-00,1562,Gerard King,atomic_denominator,2267.1,2102.0,-0.732,0.755,-3.002,0.25,-2.753,-1.598,0.254,-1.345,-1.151,0.358,-0.793,-0.892,0.461,-0.432,2000,-1.151,0.358,-0.793
1999,1999-00,1563,Kevin Ollie,atomic_denominator,997.7,1452.4,-0.189,0.055,-0.898,-3.965,-4.864,-0.751,-2.095,-2.846,-0.578,-1.287,-1.865,-0.424,-0.726,-1.15,2000,-0.578,-1.287,-1.865
1999,1999-00,1564,Etdrick Bohannon,atomic_denominator,291.2,280.2,-0.441,1.027,-1.368,-0.052,-1.42,-0.748,0.528,-0.219,-0.6,0.691,0.09,-0.519,0.8,0.281,2000,-0.6,0.691,0.09
1999,1999-00,1565,Michael Stewart,atomic_denominator,968.7,2754.6,-2.578,1.341,-3.584,2.327,-1.257,-2.729,1.638,-1.091,-2.499,1.392,-1.107,-2.418,1.252,-1.166,2000,-2.499,1.392,-1.107
1999,1999-00,1569,Keith Closs,atomic_denominator,2017.9,2501.9,-0.421,2.227,1.18,-1.238,-0.057,0.919,-0.455,0.464,0.592,0.21,0.802,0.262,0.856,1.118,2000,0.592,0.21,0.802
1999,1999-00,1594,Rick Brunson,atomic_denominator,595.7,1096.5,-1.171,-0.22,3.352,-3.066,0.285,0.677,-1.462,-0.786,-0.151,-0.933,-1.084,-0.639,-0.615,-1.253,2000,-0.151,-0.933,-1.084
1999,1999-00,1600,Kornel David,atomic_denominator,1166.0,2204.9,-1.282,0.383,-2.251,-0.828,-3.079,-2.147,-0.493,-2.64,-1.993,-0.238,-2.232,-1.794,-0.016,-1.809,2000,-1.993,-0.238,-2.232
1999,1999-00,1601,Rusty LaRue,atomic_denominator,321.6,1403.0,0.455,0.105,1.143,-0.865,0.278,0.226,-0.143,0.083,0.133,0.027,0.16,0.184,0.089,0.273,2000,0.133,0.027,0.16
1999,1999-00,1607,Troy Hudson,atomic_denominator,4019.8,4144.9,0.561,-1.55,2.394,-3.838,-1.443,1.802,-3.095,-1.292,1.513,-2.706,-1.193,1.228,-2.369,-1.141,2000,1.513,-2.706,-1.193
1999,1999-00,1619,Kiwane Garris,atomic_denominator,53.4,227.3,-0.478,-0.192,0.436,-1.349,-0.913,-0.225,-0.597,-0.822,-0.348,-0.432,-0.78,-0.41,-0.346,-0.756,2000,-0.348,-0.432,-0.78
1999,1999-00,1630,Mikki Moore,atomic_denominator,1213.0,1182.4,1.39,1.721,1.111,2.254,3.364,1.631,1.584,3.215,1.629,1.516,3.145,1.568,1.53,3.097,2000,1.629,1.516,3.145
1999,1999-00,1709,Michael Olowokandi,atomic_denominator,6126.4,7070.2,-2.971,1.29,-5.107,2.33,-2.776,-4.262,1.897,-2.365,-3.835,1.646,-2.189,-3.474,1.412,-2.063,2000,-3.835,1.646,-2.189
1999,1999-00,1710,Mike Bibby,atomic_denominator,7777.3,9165.0,1.572,-0.213,2.787,-1.895,0.892,1.848,-1.396,0.452,1.603,-1.115,0.488,1.49,-0.898,0.591,2000,1.603,-1.115,0.488
1999,1999-00,1711,Raef LaFrentz,atomic_denominator,5943.4,5580.5,0.491,1.973,-0.409,2.617,2.208,0.281,1.787,2.068,0.502,1.568,2.07,0.623,1.481,2.104,2000,0.502,1.568,2.07
1999,1999-00,1712,Antawn Jamison,atomic_denominator,3367.3,4235.1,-0.097,-1.363,0.311,-1.211,-0.9,0.473,-1.631,-1.158,0.45,-1.734,-1.284,0.358,-1.744,-1.386,2000,0.45,-1.734,-1.284
1999,1999-00,1713,Vince Carter,atomic_denominator,9015.1,10362.3,2.971,0.335,5.429,1.018,6.447,4.455,0.619,5.074,3.946,0.377,4.323,3.528,0.179,3.707,2000,3.946,0.377,4.323
1999,1999-00,1714,Robert Traylor,atomic_denominator,1103.9,2079.3,-0.882,1.953,0.946,1.242,2.187,0.368,1.416,1.785,0.033,1.547,1.581,-0.27,1.662,1.392,2000,0.033,1.547,1.581
1999,1999-00,1715,Jason Williams,atomic_denominator,7227.3,9142.5,1.136,-1.702,5.484,-9.263,-3.779,3.792,-6.228,-2.436,3.174,-4.881,-1.707,2.696,-3.859,-1.164,2000,3.174,-4.881,-1.707
1999,1999-00,1716,Larry Hughes,atomic_denominator,5301.3,6139.2,0.259,-0.383,2.225,-2.051,0.174,1.782,-1.922,-0.139,1.525,-1.747,-0.222,1.226,-1.479,-0.253,2000,1.525,-1.747,-0.222
1999,1999-00,1717,Dirk Nowitzki,atomic_denominator,8211.9,8468.2,1.83,0.538,3.955,1.096,5.051,3.504,0.559,4.063,3.159,0.341,3.5,2.777,0.222,2.999,2000,3.159,0.341,3.5
1999,1999-00,1718,Paul Pierce,atomic_denominator,6267.0,7460.5,2.154,1.361,4.722,1.542,6.263,3.903,1.351,5.255,3.474,1.25,4.724,3.115,1.163,4.278,2000,3.474,1.25,4.724
1999,1999-00,1719,Bonzi Wells,atomic_denominator,2672.8,2654.8,0.454,0.292,1.625,-1.088,0.537,0.893,-0.552,0.341,0.654,-0.298,0.356,0.531,-0.087,0.444,2000,0.654,-0.298,0.356
1999,1999-00,1720,Michael Doleac,atomic_denominator,3417.7,3891.5,-1.5,0.516,0.726,2.43,3.156,0.362,1.2,1.561,-0.022,0.783,0.761,-0.433,0.537,0.103,2000,-0.022,0.783,0.761
1999,1999-00,1721,Keon Clark,atomic_denominator,4778.4,4594.0,-0.688,1.619,0.0,1.22,1.22,0.118,0.862,0.98,0.036,0.864,0.901,-0.115,0.959,0.844,2000,0.036,0.864,0.901
1999,1999-00,1722,Michael Dickerson,atomic_denominator,7650.3,8841.2,0.583,-0.424,0.783,-0.596,0.187,0.342,-0.095,0.247,0.318,-0.035,0.283,0.382,-0.113,0.27,2000,0.318,-0.035,0.283
1999,1999-00,1723,Matt Harpring,atomic_denominator,128.7,1621.4,-0.206,0.554,-2.65,0.902,-1.748,-1.492,0.935,-0.557,-0.99,0.86,-0.13,-0.654,0.761,0.107,2000,-0.99,0.86,-0.13
1999,1999-00,1724,Bryce Drew,atomic_denominator,3194.8,3281.2,0.424,-0.868,2.554,-1.43,1.124,1.536,-1.09,0.446,1.146,-1.01,0.136,0.879,-0.986,-0.108,2000,1.146,-1.01,0.136
1999,1999-00,1725,Rasho Nesterovic,atomic_denominator,4409.5,4012.3,-1.957,1.348,-1.572,4.331,2.759,-1.427,2.97,1.543,-1.524,2.403,0.879,-1.657,1.988,0.33,2000,-1.524,2.403,0.879
1999,1999-00,1726,Mirsad Turkcan,atomic_denominator,211.3,201.4,-0.158,0.582,-2.308,-0.983,-3.291,-0.82,-0.039,-0.859,-0.497,0.212,-0.285,-0.324,0.356,0.032,2000,-0.497,0.212,-0.285
1999,1999-00,1727,Pat Garrity,atomic_denominator,3899.8,4198.8,-0.079,-0.14,0.963,1.936,2.899,1.154,0.464,1.618,1.044,-0.036,1.008,0.83,-0.299,0.53,2000,1.044,-0.036,1.008
1999,1999-00,1728,Roshown McLeod,atomic_denominator,2099.0,2337.5,-1.628,-0.869,-0.73,-1.782,-2.512,-1.039,-1.421,-2.459,-1.211,-1.231,-2.442,-1.366,-1.091,-2.457,2000,-1.211,-1.231,-2.442
1999,1999-00,1729,Ricky Davis,atomic_denominator,1410.4,1982.0,-0.689,-0.005,0.199,-3.554,-3.354,-0.125,-2.217,-2.342,-0.261,-1.536,-1.797,-0.388,-0.992,-1.38,2000,-0.261,-1.536,-1.797
1999,1999-00,1730,Brian Skinner,atomic_denominator,1887.3,1890.1,-1.302,1.367,0.137,0.749,0.886,-0.291,0.905,0.614,-0.591,1.021,0.43,-0.851,1.114,0.264,2000,-0.591,1.021,0.43
