season_year,target_season,player_id,player_name,poss_season,w_poss,prior_o,prior_d,m500_o,m500_d,m500,m2000_o,m2000_d,m2000,m4000_o,m4000_d,m4000,m8000_o,m8000_d,m8000,next_year,metric_o,metric_d,metric
1997,1997-98,731,Greg Ostertag,3779.6,6626.8,-4.585,5.659,-4.176,6.219,2.043,-4.016,5.942,1.927,-4.004,5.785,1.781,-4.07,5.67,1.6,1998,-4.004,5.785,1.781
1997,1997-98,734,Lawrence Moten,66.4,1648.1,-3.026,-2.897,-1.916,-1.057,-2.973,-2.41,-1.916,-4.327,-2.624,-2.29,-4.914,-2.789,-2.558,-5.347,1998,-2.624,-2.29,-4.914
1997,1997-98,735,Bryant Reeves,6080.6,8827.7,-0.666,1.65,-1.194,2.802,1.608,-1.079,2.279,1.2,-1.032,1.993,0.961,-0.963,1.748,0.785,1998,-1.032,1.993,0.961
1997,1997-98,737,Bob McCann,12.6,10.5,-6.185,-0.483,-6.084,-0.733,-6.817,-6.146,-0.559,-6.705,-6.155,-0.528,-6.683,-6.158,-0.513,-6.67,1998,-6.155,-0.528,-6.683
1997,1997-98,739,Rasheed Wallace,6930.3,8754.8,-0.501,1.747,-1.668,4.887,3.22,-1.136,3.737,2.601,-0.857,3.178,2.321,-0.647,2.729,2.081,1998,-0.857,3.178,2.321
1997,1997-98,753,Randy Brown,2795.2,3952.5,-0.034,-1.082,-1.163,-0.872,-2.035,-1.278,-1.123,-2.401,-1.055,-1.133,-2.188,-0.749,-1.091,-1.84,1998,-1.055,-1.133,-2.188
1997,1997-98,754,Jim Jackson,8009.3,10714.8,1.102,-1.211,2.998,-2.179,0.819,1.994,-1.682,0.312,1.573,-1.48,0.093,1.305,-1.358,-0.053,1998,1.573,-1.48,0.093
1997,1997-98,757,Damon Stoudamire,6582.8,10324.5,4.287,-2.513,4.201,-0.713,3.488,3.911,-0.819,3.092,3.86,-1.056,2.804,3.874,-1.363,2.511,1998,3.86,-1.056,2.804
1997,1997-98,760,Jerome Kersey,2108.7,4736.5,-0.847,1.79,-0.251,3.052,2.801,-0.72,2.66,1.94,-0.91,2.436,1.525,-0.998,2.229,1.231,1998,-0.91,2.436,1.525
1997,1997-98,761,Matt Geiger,5028.3,5842.5,0.275,1.155,-0.405,2.095,1.69,-0.133,1.693,1.559,-0.09,1.588,1.497,-0.04,1.503,1.463,1998,-0.09,1.588,1.497
1997,1997-98,762,Shawn Bradley,4423.5,6770.0,-2.946,5.855,-3.388,5.572,2.183,-3.128,5.63,2.502,-3.099,5.664,2.565,-3.11,5.695,2.585,1998,-3.099,5.664,2.565
1997,1997-98,763,Tony Massenburg,2138.8,4465.6,-1.913,1.069,-2.234,-0.574,-2.809,-1.724,-0.428,-2.152,-1.621,-0.17,-1.791,-1.622,0.148,-1.474,1998,-1.621,-0.17,-1.791
1997,1997-98,764,David Robinson,7534.0,7269.9,1.619,4.115,0.343,6.634,6.977,0.515,6.066,6.582,0.66,5.755,6.415,0.855,5.434,6.288,1998,0.66,5.755,6.415
1997,1997-98,765,Hersey Hawkins,6331.0,9984.3,2.613,0.327,4.399,-1.702,2.697,3.868,-1.085,2.783,3.589,-0.688,2.901,3.308,-0.321,2.987,1998,3.589,-0.688,2.901
1997,1997-98,766,David Wingate,1346.3,2570.5,-2.016,-0.656,-0.4,-3.087,-3.487,-1.209,-2.126,-3.335,-1.578,-1.557,-3.135,-1.817,-1.133,-2.95,1998,-1.578,-1.557,-3.135
1997,1997-98,769,B.J. Armstrong,1996.1,3162.9,1.709,-1.222,3.81,-2.648,1.163,2.935,-2.172,0.763,2.562,-1.893,0.669,2.262,-1.645,0.617,1998,2.562,-1.893,0.669
1997,1997-98,770,Mark West,425.2,1658.4,-5.05,0.68,-6.262,5.742,-0.52,-5.55,3.355,-2.195,-5.38,2.424,-2.957,-5.278,1.778,-3.5,1998,-5.38,2.424,-2.957
1997,1997-98,777,Rex Walters,611.5,1902.4,0.887,-1.393,4.217,-3.864,0.353,2.742,-2.827,-0.086,2.115,-2.372,-0.256,1.658,-2.024,-0.366,1998,2.115,-2.372,-0.256
1997,1997-98,779,Glen Rice,8727.3,12642.0,3.04,-0.826,4.657,-1.079,3.579,3.839,-0.737,3.103,3.476,-0.581,2.895,3.202,-0.487,2.715,1998,3.476,-0.581,2.895
1997,1997-98,781,Will Perdue,3884.3,6208.9,-2.506,2.555,-0.457,2.984,2.527,-0.888,2.899,2.011,-1.29,2.896,1.606,-1.699,2.883,1.183,1998,-1.29,2.896,1.606
1997,1997-98,782,Mitch Richmond,6227.5,9212.1,4.581,-1.096,7.667,-0.48,7.186,6.406,-0.828,5.577,5.841,-0.972,4.87,5.405,-1.053,4.352,1998,5.841,-0.972,4.87
1997,1997-98,785,Eric Murdock,3441.3,3255.7,1.94,-0.013,-1.214,1.341,0.127,-0.363,0.919,0.557,0.288,0.667,0.955,0.876,0.454,1.33,1998,0.288,0.667,0.955
1997,1997-98,786,Gerald Wilkins,3080.3,5678.7,-0.4,-2.265,-1.43,-0.89,-2.32,-1.333,-1.028,-2.362,-1.174,-1.206,-2.381,-0.987,-1.447,-2.434,1998,-1.174,-1.206,-2.381
1997,1997-98,787,Charles Barkley,5782.1,8225.0,1.043,2.391,1.149,3.722,4.871,1.509,2.744,4.253,1.513,2.452,3.965,1.414,2.282,3.695,1998,1.513,2.452,3.965
1997,1997-98,788,Kevin Willis,6172.3,8365.8,-0.491,0.97,-4.41,2.433,-1.977,-3.187,1.424,-1.763,-2.476,1.134,-1.342,-1.823,0.963,-0.861,1998,-2.476,1.134,-1.342
1997,1997-98,891,Charles Oakley,6677.9,10425.3,-1.459,2.993,-3.021,2.646,-0.376,-2.576,2.636,0.061,-2.328,2.805,0.477,-2.115,3.034,0.919,1998,-2.328,2.805,0.477
1997,1997-98,892,Spud Webb,85.5,75.9,-1.389,-5.439,-2.487,-5.531,-8.018,-1.661,-5.467,-7.127,-1.508,-5.457,-6.964,-1.432,-5.453,-6.885,1998,-1.508,-5.457,-6.964
1997,1997-98,893,Michael Jordan,7776.5,12819.9,4.89,-0.204,8.651,2.332,10.982,6.998,1.689,8.687,6.232,1.332,7.565,5.654,1.005,6.659,1998,6.232,1.332,7.565
1997,1997-98,894,Ricky Pierce,1086.1,2733.7,-0.656,-1.782,1.047,-3.315,-2.269,0.361,-2.861,-2.5,0.053,-2.575,-2.522,-0.205,-2.304,-2.51,1998,0.053,-2.575,-2.522
1997,1997-98,895,Tyrone Corbin,7287.1,9882.6,0.025,1.184,1.075,0.25,1.326,0.373,0.99,1.364,0.065,1.217,1.281,-0.141,1.31,1.169,1998,0.065,1.217,1.281
1997,1997-98,896,Tim Hardaway,7873.1,11911.8,4.937,-0.94,8.474,-1.882,6.592,6.921,-1.142,5.779,6.105,-0.727,5.378,5.446,-0.43,5.015,1998,6.105,-0.727,5.378
1997,1997-98,898,Blue Edwards,4679.2,5864.9,1.972,-1.132,1.878,-0.93,0.949,1.844,-1.133,0.711,1.875,-1.206,0.669,1.897,-1.242,0.655,1998,1.875,-1.206,0.669
1997,1997-98,899,Mark Price,3490.9,5405.6,2.501,-1.625,4.473,-5.034,-0.561,3.645,-3.975,-0.33,3.306,-3.352,-0.046,3.037,-2.781,0.256,1998,3.306,-3.352,-0.046
1997,1997-98,901,Otis Thorpe,5376.9,8221.6,-2.148,2.302,-3.717,2.093,-1.624,-2.949,1.988,-0.961,-2.692,2.07,-0.623,-2.524,2.195,-0.329,1998,-2.692,2.07,-0.623
1997,1997-98,902,Bimbo Coles,3600.7,4512.6,0.306,-0.73,-0.241,-1.861,-2.102,-0.154,-1.512,-1.665,0.021,-1.341,-1.319,0.174,-1.183,-1.01,1998,0.021,-1.341,-1.319
1997,1997-98,904,Chris Mullin,6035.8,9356.3,2.327,0.135,1.125,0.726,1.851,1.503,0.525,2.028,1.81,0.385,2.195,2.089,0.253,2.342,1998,1.81,0.385,2.195
1997,1997-98,905,Dale Davis,6244.8,9579.4,-2.636,3.032,-1.755,2.918,1.163,-1.783,2.698,0.915,-1.942,2.758,0.816,-2.154,2.883,0.729,1998,-1.942,2.758,0.816
1997,1997-98,906,Haywoode Workman,133.5,223.7,0.0,-0.0,0.851,-1.655,-0.804,0.242,-0.563,-0.321,0.126,-0.309,-0.183,0.07,-0.167,-0.097,1998,0.126,-0.309,-0.183
1997,1997-98,907,Malik Sealy,4232.4,6908.4,-0.133,0.653,1.988,-1.222,0.766,1.222,-0.542,0.68,0.94,-0.202,0.738,0.689,0.084,0.773,1998,0.94,-0.202,0.738
1997,1997-98,911,Ervin Johnson,5685.9,8058.1,-3.353,4.89,-2.51,2.382,-0.128,-2.305,2.543,0.238,-2.41,2.913,0.502,-2.622,3.396,0.773,1998,-2.41,2.913,0.502
1997,1997-98,913,Larry Johnson,7542.4,10918.9,0.568,-0.892,-2.111,2.972,0.861,-1.332,2.168,0.836,-0.882,1.604,0.722,-0.489,1.015,0.526,1998,-0.882,1.604,0.722
1997,1997-98,914,Stanley Roberts,3340.1,3325.5,-3.685,3.351,-4.265,5.199,0.935,-3.862,4.496,0.633,-3.749,4.118,0.369,-3.688,3.783,0.095,1998,-3.749,4.118,0.369
1997,1997-98,915,Rodney Rogers,6129.1,8600.4,0.888,0.018,1.081,-1.939,-0.857,1.77,-1.768,0.002,1.879,-1.561,0.317,1.813,-1.276,0.537,1998,1.879,-1.561,0.317
1997,1997-98,916,Corie Blount,2503.0,3773.0,-3.655,3.083,-3.378,2.61,-0.767,-3.216,2.551,-0.665,-3.253,2.575,-0.677,-3.333,2.669,-0.665,1998,-3.253,2.575,-0.677
1997,1997-98,917,Jack Haley,127.6,206.6,-2.503,0.935,3.142,-2.868,0.274,-0.509,-0.381,-0.89,-1.402,0.214,-1.187,-1.907,0.548,-1.36,1998,-1.402,0.214,-1.187
1997,1997-98,919,Loy Vaught,687.4,4408.3,-4.174,1.033,-2.558,-0.505,-3.063,-2.448,-0.302,-2.75,-2.677,-0.079,-2.757,-3.01,0.18,-2.831,1998,-2.677,-0.079,-2.757
1997,1997-98,920,A.C. Green,6413.7,8838.3,-1.684,2.356,-3.855,3.187,-0.669,-3.367,2.866,-0.501,-3.075,2.678,-0.397,-2.769,2.528,-0.241,1998,-3.075,2.678,-0.397
1997,1997-98,922,Elden Campbell,4333.2,7535.1,-1.898,2.799,-5.184,0.824,-4.36,-3.678,1.347,-2.331,-3.037,1.655,-1.383,-2.549,1.979,-0.57,1998,-3.037,1.655,-1.383
1997,1997-98,923,Donyell Marshall,6405.5,6793.0,0.568,0.574,1.244,-0.192,1.052,1.035,-0.046,0.989,0.889,0.08,0.968,0.762,0.206,0.968,1998,0.889,0.08,0.968
1997,1997-98,924,Anthony Goldwire,4606.9,5492.4,1.948,-1.53,1.788,-1.671,0.118,1.555,-1.479,0.076,1.597,-1.53,0.068,1.683,-1.596,0.087,1998,1.597,-1.53,0.068
1997,1997-98,925,Sean Higgins,23.8,18.2,-3.731,0.478,-3.487,-0.231,-3.719,-3.659,0.3,-3.36,-3.684,0.386,-3.299,-3.695,0.426,-3.269,1998,-3.684,0.386,-3.299
1997,1997-98,931,Don MacLean,108.8,1071.9,-4.358,-2.978,-1.413,-1.823,-3.236,-2.483,-2.614,-5.097,-3.075,-2.857,-5.933,-3.549,-2.977,-6.526,1998,-3.075,-2.857,-5.933
1997,1997-98,932,Oliver Miller,3609.9,4573.4,-1.736,1.695,-1.931,2.82,0.89,-1.67,2.135,0.464,-1.659,1.883,0.223,-1.696,1.738,0.041,1998,-1.659,1.883,0.223
1997,1997-98,934,Derrick Coleman,5205.3,7239.2,0.409,1.573,-1.798,2.923,1.125,-0.912,2.185,1.273,-0.397,1.847,1.45,0.024,1.611,1.635,1998,-0.397,1.847,1.45
1997,1997-98,935,Bryon Russell,6323.0,10683.5,1.032,0.599,1.423,0.921,2.344,1.368,0.574,1.942,1.32,0.487,1.807,1.272,0.46,1.732,1998,1.32,0.487,1.807
1997,1997-98,937,Scottie Pippen,4448.0,10060.6,4.188,0.201,4.873,-0.434,4.439,4.67,-0.007,4.663,4.557,0.219,4.776,4.434,0.387,4.821,1998,4.557,0.219,4.776
1997,1997-98,938,Rony Seikaly,3978.2,6919.7,-1.418,1.499,-4.251,1.865,-2.386,-3.198,1.534,-1.665,-2.651,1.473,-1.177,-2.215,1.486,-0.729,1998,-2.651,1.473,-1.177
1997,1997-98,939,Pete Myers,90.1,71.3,1.765,-1.356,0.843,-1.287,-0.444,1.508,-1.344,0.164,1.641,-1.352,0.289,1.713,-1.358,0.355,1998,1.641,-1.352,0.289
1997,1997-98,947,Allen Iverson,8564.3,11544.4,4.258,-1.606,9.041,-5.14,3.901,7.363,-4.046,3.317,6.519,-3.433,3.086,5.815,-2.888,2.926,1998,6.519,-3.433,3.086
1997,1997-98,948,Marcus Camby,5483.3,7401.5,-1.542,2.646,-0.749,1.406,0.657,-0.761,1.77,1.009,-0.945,2.053,1.108,-1.188,2.313,1.126,1998,-0.945,2.053,1.108
1997,1997-98,949,Shareef Abdur-Rahim,7094.5,9767.2,2.114,-1.094,4.665,-2.341,2.323,3.512,-2.335,1.178,2.973,-2.196,0.777,2.57,-1.986,0.584,1998,2.973,-2.196,0.777
1997,1997-98,950,Stephon Marbury,7595.2,10017.5,4.099,-2.325,5.55,-5.445,0.105,4.763,-4.336,0.427,4.514,-3.868,0.646,4.341,-3.49,0.851,1998,4.514,-3.868,0.646
1997,1997-98,951,Ray Allen,8209.5,10417.1,3.219,-1.506,4.808,-1.657,3.151,4.41,-1.72,2.69,4.133,-1.709,2.424,3.842,-1.652,2.19,1998,4.133,-1.709,2.424
1997,1997-98,952,Antoine Walker,7959.6,10788.2,1.577,0.02,0.482,-2.623,-2.141,0.701,-2.012,-1.31,0.828,-1.642,-0.814,0.96,-1.285,-0.325,1998,0.828,-1.642,-0.814
1997,1997-98,953,Lorenzen Wright,5044.5,6996.7,-2.68,3.12,-4.448,3.513,-0.935,-3.294,3.137,-0.156,-2.873,2.949,0.076,-2.605,2.822,0.217,1998,-2.873,2.949,0.076
1997,1997-98,954,Kerry Kittles,6934.6,9994.3,2.697,-0.632,5.92,-2.32,3.6,4.867,-1.94,2.927,4.386,-1.725,2.661,3.953,-1.498,2.454,1998,4.386,-1.725,2.661
1997,1997-98,955,Samaki Walker,2558.9,2896.0,-2.924,2.576,-5.56,0.938,-4.622,-4.525,1.654,-2.871,-4.017,2.001,-2.016,-3.621,2.254,-1.368,1998,-4.017,2.001,-2.016
1997,1997-98,956,Erick Dampier,6477.6,6924.9,-1.911,1.899,-2.728,3.781,1.053,-2.573,3.068,0.495,-2.459,2.714,0.255,-2.315,2.412,0.098,1998,-2.459,2.714,0.255
1997,1997-98,957,Todd Fuller,1738.9,2719.0,-2.149,0.279,0.438,-1.432,-0.994,-0.435,-1.009,-1.445,-0.976,-0.674,-1.651,-1.423,-0.355,-1.778,1998,-0.976,-0.674,-1.651
1997,1997-98,958,Vitaly Potapenko,3454.8,4730.7,-2.34,-0.073,-8.292,6.573,-1.718,-6.207,4.285,-1.923,-5.148,3.18,-1.967,-4.23,2.23,-2.0,1998,-5.148,3.18,-1.967
1997,1997-98,959,Steve Nash,4009.7,4323.7,3.262,-1.599,1.945,-1.558,0.387,2.089,-1.341,0.748,2.324,-1.27,1.054,2.614,-1.295,1.319,1998,2.324,-1.27,1.054
1997,1997-98,960,Tony Delk,4107.4,4846.7,1.905,-2.008,1.424,-1.861,-0.436,1.373,-1.904,-0.531,1.489,-1.932,-0.443,1.62,-1.951,-0.331,1998,1.489,-1.932,-0.443
1997,1997-98,961,John Wallace,5021.2,5327.0,-0.519,-0.016,-0.499,-3.696,-4.195,-0.438,-3.002,-3.44,-0.444,-2.354,-2.799,-0.473,-1.648,-2.121,1998,-0.444,-2.354,-2.799
1997,1997-98,962,Walter McCarty,5691.7,5100.1,0.174,0.793,-0.486,-1.973,-2.458,-0.221,-1.081,-1.302,-0.105,-0.516,-0.621,-0.02,-0.047,-0.066,1998,-0.105,-0.516,-0.621
1997,1997-98,963,Dontae' Jones,228.0,192.2,-0.553,-4.535,1.516,-4.548,-3.032,0.121,-4.537,-4.416,-0.184,-4.545,-4.728,-0.349,-4.55,-4.899,1998,-0.184,-4.545,-4.728
1997,1997-98,964,Roy Rogers,131.2,2570.5,-4.877,0.691,-5.349,0.251,-5.099,-5.138,0.503,-4.635,-5.073,0.592,-4.481,-5.023,0.631,-4.392,1998,-5.073,0.592,-4.481
1997,1997-98,965,Derek Fisher,4951.7,6014.3,1.745,-1.405,4.477,-1.432,3.046,3.444,-1.822,1.622,3.042,-1.816,1.226,2.679,-1.729,0.95,1998,3.042,-1.816,1.226
1997,1997-98,966,Jerome Williams,3581.4,3372.6,-0.16,0.542,-2.911,3.82,0.91,-1.586,2.442,0.856,-1.053,1.817,0.764,-0.679,1.347,0.668,1998,-1.053,1.817,0.764
1997,1997-98,967,Brian Evans,2202.4,1970.2,0.46,-0.726,3.151,-1.604,1.546,2.034,-1.293,0.741,1.46,-1.068,0.392,1.034,-0.9,0.134,1998,1.46,-1.068,0.392
1997,1997-98,968,Priest Lauderdale,763.1,878.3,-3.386,2.053,-0.706,0.668,-0.037,-1.947,1.019,-0.928,-2.494,1.343,-1.151,-2.871,1.611,-1.26,1998,-2.494,1.343,-1.151
1997,1997-98,969,Travis Knight,3666.2,4751.7,-1.812,3.092,-2.217,0.945,-1.272,-1.838,1.405,-0.433,-1.762,1.814,0.052,-1.754,2.221,0.466,1998,-1.762,1.814,0.052
1997,1997-98,970,Othella Harrington,2326.0,3215.3,-1.907,1.072,-1.864,1.74,-0.124,-1.362,0.676,-0.687,-1.393,0.562,-0.83,-1.523,0.621,-0.902,1998,-1.393,0.562,-0.83
1997,1997-98,971,Mark Hendrickson,1750.1,1972.1,-0.904,-0.042,-0.155,0.295,0.14,-0.294,0.021,-0.273,-0.428,-0.045,-0.474,-0.568,-0.068,-0.637,1998,-0.428,-0.045,-0.474
1997,1997-98,977,Kobe Bryant,5836.2,7006.7,3.861,-1.63,5.911,-2.128,3.782,5.26,-2.339,2.921,4.934,-2.298,2.636,4.634,-2.161,2.473,1998,4.934,-2.298,2.636
1997,1997-98,978,Peja Stojakovic,257.5,243.8,0.0,-0.0,-0.395,-1.252,-1.647,-0.179,-0.252,-0.43,-0.1,-0.089,-0.189,-0.047,-0.028,-0.075,1998,-0.1,-0.089,-0.189
1997,1997-98,979,Jermaine O'Neal,1828.5,2186.6,-2.462,1.279,-1.219,1.819,0.6,-1.371,1.408,0.037,-1.622,1.325,-0.297,-1.891,1.302,-0.589,1998,-1.622,1.325,-0.297
1997,1997-98,980,Zydrunas Ilgauskas,5828.3,5219.7,-1.19,3.218,-4.583,7.728,3.145,-2.924,5.592,2.668,-2.291,4.802,2.511,-1.858,4.27,2.413,1998,-2.291,4.802,2.511
1997,1997-98,982,Martin Muursepp,1455.4,1794.4,-0.663,0.303,0.825,-1.023,-0.197,0.193,-0.527,-0.335,-0.122,-0.243,-0.365,-0.359,-0.023,-0.382,1998,-0.122,-0.243,-0.365
1997,1997-98,988,Randy Livingston,265.5,1529.0,-1.501,0.636,-0.9,-2.563,-3.463,-1.324,-0.869,-2.193,-1.404,-0.314,-1.718,-1.442,0.059,-1.383,1998,-1.404,-0.314,-1.718
1997,1997-98,989,Ben Davis,24.9,138.8,0.407,-4.535,1.455,-5.966,-4.511,0.833,-5.128,-4.295,0.668,-4.886,-4.218,0.566,-4.735,-4.169,1998,0.668,-4.886,-4.218
1997,1997-98,990,Malik Rose,1549.6,2111.6,-1.888,-0.969,-2.707,-1.555,-4.263,-2.363,-1.679,-4.042,-2.222,-1.494,-3.715,-2.105,-1.279,-3.384,1998,-2.222,-1.494,-3.715
1997,1997-98,994,Jamie Feick,1097.9,1788.8,-2.255,2.574,-0.016,1.054,1.038,-0.489,1.339,0.85,-0.989,1.688,0.698,-1.445,2.011,0.566,1998,-0.989,1.688,0.698
1997,1997-98,997,Chris Robinson,859.2,1706.8,0.478,-2.075,-0.181,-0.978,-1.159,0.156,-1.648,-1.492,0.318,-1.875,-1.557,0.415,-1.999,-1.584,1998,0.318,-1.875,-1.557
1997,1997-98,998,Mark Pope,433.3,421.3,-2.56,0.246,-2.346,-1.908,-4.254,-2.429,-0.537,-2.966,-2.479,-0.153,-2.632,-2.511,0.055,-2.457,1998,-2.479,-0.153,-2.632
1997,1997-98,999,Jeff Nordgaard,116.4,95.6,1.794,-2.924,4.971,-4.36,0.611,2.762,-3.369,-0.607,2.318,-3.169,-0.85,2.08,-3.059,-0.98,1998,2.318,-3.169,-0.85
1997,1997-98,1000,Shandon Anderson,4645.0,6335.1,1.006,-1.055,0.664,-0.475,0.189,0.05,-0.374,-0.324,0.029,-0.414,-0.385,0.202,-0.543,-0.342,1998,0.029,-0.414,-0.385
1997,1997-98,1002,Reggie Geary,1695.7,1890.2,-0.381,-0.325,-0.002,-0.569,-0.571,-0.53,-0.277,-0.807,-0.579,-0.198,-0.778,-0.544,-0.177,-0.721,1998,-0.579,-0.198,-0.778
1997,1997-98,1003,Drew Barry,598.8,540.0,2.127,-1.034,7.445,-0.547,6.899,4.266,-0.897,3.368,3.355,-1.013,2.342,2.803,-1.06,1.743,1998,3.355,-1.013,2.342
1997,1997-98,1005,Walt Williams,2627.9,5918.1,1.321,0.196,0.929,-1.052,-0.124,0.843,-0.315,0.528,0.862,0.066,0.928,0.927,0.31,1.237,1998,0.862,0.066,0.928
1997,1997-98,1006,Herb Williams,345.2,569.0,-4.835,3.336,-5.723,1.198,-4.525,-5.072,2.315,-2.757,-4.937,2.73,-2.207,-4.875,3.003,-1.873,1998,-4.937,2.73,-2.207
1997,1997-98,1023,Emanual Davis,1403.0,1426.0,0.54,-1.486,2.168,-1.351,0.817,1.389,-1.22,0.169,1.086,-1.326,-0.239,0.873,-1.423,-0.551,1998,1.086,-1.326,-0.239
1997,1997-98,1024,Horacio Llamas,104.6,221.8,-4.286,1.625,-3.193,1.823,-1.37,-3.818,1.59,-2.228,-4.004,1.58,-2.424,-4.118,1.588,-2.53,1998,-4.004,1.58,-2.424
1997,1997-98,1032,Darvin Ham,1563.4,1695.3,-3.412,1.419,-2.22,-0.159,-2.378,-2.408,0.25,-2.157,-2.68,0.582,-2.097,-2.936,0.876,-2.06,1998,-2.68,0.582,-2.097
1997,1997-98,1035,Shawnelle Scott,461.1,462.9,-4.309,2.379,-2.636,0.409,-2.227,-3.48,1.492,-1.988,-3.824,1.895,-1.929,-4.044,2.14,-1.904,1998,-3.824,1.895,-1.929
1997,1997-98,1036,Litterial Green,290.7,661.9,1.19,-2.644,4.618,-3.565,1.053,2.592,-2.727,-0.135,2.003,-2.609,-0.606,1.646,-2.588,-0.942,1998,2.003,-2.609,-0.606
1997,1997-98,1037,Stojko Vrankovic,2445.4,3004.5,-4.235,4.165,-6.85,2.737,-4.112,-5.322,3.053,-2.27,-4.794,3.282,-1.512,-4.466,3.509,-0.957,1998,-4.794,3.282,-1.512
1997,1997-98,1051,Dean Garrett,5894.9,7393.5,-3.361,3.914,-3.623,3.252,-0.371,-3.39,3.192,-0.197,-3.366,3.258,-0.108,-3.364,3.355,-0.009,1998,-3.366,3.258,-0.108
1997,1997-98,1055,Ed Stokes,33.3,26.1,-4.842,3.798,-5.657,2.322,-3.335,-5.039,3.378,-1.661,-4.928,3.57,-1.358,-4.871,3.671,-1.199,1998,-4.928,3.57,-1.358
1997,1997-98,1061,William Cunningham,97.8,86.0,-4.882,2.919,-4.967,3.115,-1.852,-4.859,2.958,-1.901,-4.852,2.931,-1.921,-4.853,2.918,-1.935,1998,-4.852,2.931,-1.921
1997,1997-98,1063,Carl Thomas,1033.7,1004.8,1.058,-1.058,3.37,-3.717,-0.347,2.139,-2.235,-0.095,1.688,-1.706,-0.018,1.399,-1.382,0.017,1998,1.688,-1.706,-0.018
1997,1997-98,1065,Erick Strickland,3658.5,4234.1,0.86,-1.988,1.061,-0.182,0.879,0.918,-1.004,-0.086,0.851,-1.385,-0.534,0.793,-1.658,-0.864,1998,0.851,-1.385,-0.534
1997,1997-98,1073,Reggie Slater,3463.4,3538.6,-1.409,0.26,-0.558,-1.2,-1.758,-0.79,-0.83,-1.619,-0.983,-0.548,-1.531,-1.16,-0.285,-1.445,1998,-0.983,-0.548,-1.531
1997,1997-98,1074,Matt Maloney,5449.5,8550.7,2.009,-1.418,3.345,-4.77,-1.425,2.413,-2.982,-0.569,2.148,-2.418,-0.27,2.012,-2.056,-0.044,1998,2.148,-2.418,-0.27
1997,1997-98,1075,Michael McDonald,10.8,9.2,-6.1,-12.544,-6.64,-12.531,-19.171,-6.23,-12.539,-18.77,-6.155,-12.546,-18.701,-6.115,-12.552,-18.666,1998,-6.155,-12.546,-18.701
1997,1997-98,1080,Henry James,389.6,1661.0,1.565,-1.314,3.33,-3.908,-0.578,2.458,-2.589,-0.131,2.096,-2.085,0.012,1.852,-1.745,0.107,1998,2.096,-2.085,0.012
1997,1997-98,1086,Joe Stephens,91.8,93.6,4.17,-2.925,4.948,-5.222,-0.274,4.506,-3.633,0.873,4.378,-3.303,1.076,4.298,-3.127,1.171,1998,4.378,-3.303,1.076
1997,1997-98,1089,Kevin Salvadori,211.3,360.0,-4.556,1.383,-6.524,2.07,-4.454,-5.08,1.554,-3.526,-4.794,1.461,-3.333,-4.653,1.415,-3.237,1998,-4.794,1.461,-3.333
1997,1997-98,1096,Ivano Newbill,579.1,1603.3,-2.24,0.865,-4.429,4.584,0.155,-3.089,2.21,-0.879,-2.694,1.514,-1.18,-2.473,1.147,-1.326,1998,-2.694,1.514,-1.18
1997,1997-98,1108,Tony Farmer,408.4,327.8,-0.053,0.125,0.964,-1.356,-0.392,0.358,-0.407,-0.049,0.192,-0.167,0.025,0.093,-0.034,0.059,1998,0.192,-0.167,0.025
1997,1997-98,1110,Mark Strickland,2082.2,2076.9,-0.597,-0.047,-0.076,-2.895,-2.972,-0.106,-1.809,-1.915,-0.209,-1.195,-1.404,-0.334,-0.704,-1.038,1998,-0.209,-1.195,-1.404
1997,1997-98,1112,Ben Wallace,2771.6,2691.6,-2.91,4.513,-2.107,5.096,2.989,-2.152,4.52,2.368,-2.307,4.386,2.079,-2.48,4.357,1.877,1998,-2.307,4.386,2.079
1997,1997-98,1114,Jaren Jackson,6309.2,7519.1,0.88,-0.899,0.745,1.092,1.837,0.618,0.794,1.412,0.601,0.577,1.178,0.619,0.311,0.93,1998,0.601,0.577,1.178
1997,1997-98,1118,Tim Kempton,86.5,141.8,-6.554,-0.911,-7.486,-2.397,-9.883,-6.847,-1.385,-8.232,-6.702,-1.164,-7.867,-6.621,-1.047,-7.668,1998,-6.702,-1.164,-7.867
1997,1997-98,1122,Dominique Wilkins,6.5,2546.4,0.0,-0.0,2.507,-2.455,0.053,1.429,-1.607,-0.177,0.931,-1.121,-0.19,0.562,-0.707,-0.145,1998,0.931,-1.121,-0.19
1997,1997-98,1126,Donald Whiteside,37.0,347.5,3.841,-5.324,3.059,-6.277,-3.217,3.404,-5.6,-2.196,3.571,-5.45,-1.878,3.69,-5.378,-1.688,1998,3.571,-5.45,-1.878
1997,1997-98,1128,Stephen Howard,131.3,682.8,-1.478,-0.904,0.743,-3.641,-2.898,-0.538,-2.217,-2.756,-0.952,-1.696,-2.648,-1.196,-1.352,-2.548,1998,-0.952,-1.696,-2.648
1997,1997-98,1133,Corey Beck,1785.8,1518.2,-1.251,-0.517,-1.127,0.678,-0.449,-1.301,0.184,-1.117,-1.306,-0.045,-1.351,-1.295,-0.223,-1.517,1998,-1.306,-0.045,-1.351
1997,1997-98,1134,Ike Austin,5845.9,7802.1,-0.351,0.613,-3.717,2.154,-1.563,-2.777,1.703,-1.075,-2.282,1.471,-0.81,-1.775,1.263,-0.513,1998,-2.282,1.471,-0.81
